category,name,brand,price,stock_quantity,attributes,image_url,description
CPU,CPU Model 433 Rev-59,Gigabyte,523.09,66,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/cpu_model_433_rev-59.jpg,A high-performance processor suitable for gaming and content creation.
PSU,PSU Model 743 Rev-86,NVIDIA,138.07,34,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/psu_model_743_rev-86.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
GPU,GPU Model 850 Rev-7,AMD,433.84,95,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/gpu_model_850_rev-7.jpg,Fast and efficient RAM for smooth multitasking and gaming.
RAM,RAM Model 371 Rev-70,Intel,95.03,72,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ram_model_371_rev-70.jpg,A reliable motherboard designed for overclocking and heavy usage.
PSU,PSU Model 830 Rev-66,AMD,512.94,97,{'speed': '3200MHz'},https://example.com/psu_model_830_rev-66.jpg,A high-performance processor suitable for gaming and content creation.
CPU,CPU Model 951 Rev-6,AMD,750.03,68,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/cpu_model_951_rev-6.jpg,Fast and efficient RAM for smooth multitasking and gaming.
Case,Case Model 870 Rev-42,Kingston,972.16,15,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/case_model_870_rev-42.jpg,Fast and efficient RAM for smooth multitasking and gaming.
PSU,PSU Model 948 Rev-98,Seagate,188.1,46,{'socket': 'LGA1700'},https://example.com/psu_model_948_rev-98.jpg,A reliable motherboard designed for overclocking and heavy usage.
Case,Case Model 920 Rev-81,Gigabyte,707.24,63,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/case_model_920_rev-81.jpg,An SSD offering fast read/write speeds and durable performance.
Motherboard,Motherboard Model 709 Rev-3,Corsair,118.75,100,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/motherboard_model_709_rev-3.jpg,An SSD offering fast read/write speeds and durable performance.
Case,Case Model 903 Rev-71,Patriot,634.19,72,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_903_rev-71.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
SSD,SSD Model 145 Rev-40,Seagate,129.56,18,{'speed': '3200MHz'},https://example.com/ssd_model_145_rev-40.jpg,An SSD offering fast read/write speeds and durable performance.
RAM,RAM Model 685 Rev-44,Patriot,442.9,43,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ram_model_685_rev-44.jpg,A reliable motherboard designed for overclocking and heavy usage.
GPU,GPU Model 958 Rev-89,Patriot,876.52,12,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/gpu_model_958_rev-89.jpg,A high-performance processor suitable for gaming and content creation.
GPU,GPU Model 370 Rev-34,Kingston,140.65,83,{'speed': '3200MHz'},https://example.com/gpu_model_370_rev-34.jpg,An SSD offering fast read/write speeds and durable performance.
RAM,RAM Model 706 Rev-19,NVIDIA,243.83,38,{'speed': '3200MHz'},https://example.com/ram_model_706_rev-19.jpg,Fast and efficient RAM for smooth multitasking and gaming.
PSU,PSU Model 257 Rev-25,Patriot,878.67,25,{'speed': '3200MHz'},https://example.com/psu_model_257_rev-25.jpg,A high-capacity HDD ideal for storing large amounts of data.
GPU,GPU Model 220 Rev-67,Corsair,116.12,72,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/gpu_model_220_rev-67.jpg,Fast and efficient RAM for smooth multitasking and gaming.
SSD,SSD Model 642 Rev-48,NVIDIA,180.28,65,{'speed': '3200MHz'},https://example.com/ssd_model_642_rev-48.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
SSD,SSD Model 987 Rev-49,Kingston,711.54,98,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ssd_model_987_rev-49.jpg,A reliable motherboard designed for overclocking and heavy usage.
GPU,GPU Model 262 Rev-34,Kingston,554.87,33,{'socket': 'LGA1700'},https://example.com/gpu_model_262_rev-34.jpg,Fast and efficient RAM for smooth multitasking and gaming.
CPU,CPU Model 140 Rev-79,Kingston,231.23,56,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/cpu_model_140_rev-79.jpg,Fast and efficient RAM for smooth multitasking and gaming.
Case,Case Model 126 Rev-40,AMD,298.24,26,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_126_rev-40.jpg,Fast and efficient RAM for smooth multitasking and gaming.
RAM,RAM Model 384 Rev-14,Gigabyte,716.3,99,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ram_model_384_rev-14.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
GPU,GPU Model 259 Rev-61,Corsair,601.71,59,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/gpu_model_259_rev-61.jpg,A high-performance processor suitable for gaming and content creation.
CPU,CPU Model 941 Rev-8,AMD,414.63,89,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/cpu_model_941_rev-8.jpg,Fast and efficient RAM for smooth multitasking and gaming.
Motherboard,Motherboard Model 247 Rev-60,NVIDIA,526.99,11,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/motherboard_model_247_rev-60.jpg,A reliable motherboard designed for overclocking and heavy usage.
PSU,PSU Model 676 Rev-94,Intel,589.41,88,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/psu_model_676_rev-94.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
GPU,GPU Model 611 Rev-24,Corsair,89.09,95,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/gpu_model_611_rev-24.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
RAM,RAM Model 820 Rev-45,Gigabyte,679.72,16,{'speed': '3200MHz'},https://example.com/ram_model_820_rev-45.jpg,A high-performance processor suitable for gaming and content creation.
RAM,RAM Model 636 Rev-26,NVIDIA,460.91,68,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ram_model_636_rev-26.jpg,An SSD offering fast read/write speeds and durable performance.
Motherboard,Motherboard Model 698 Rev-20,Gigabyte,926.62,66,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/motherboard_model_698_rev-20.jpg,A high-performance processor suitable for gaming and content creation.
CPU,CPU Model 407 Rev-17,NVIDIA,614.58,72,{'socket': 'LGA1700'},https://example.com/cpu_model_407_rev-17.jpg,A high-performance processor suitable for gaming and content creation.
PSU,PSU Model 438 Rev-50,AMD,507.82,74,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_438_rev-50.jpg,An SSD offering fast read/write speeds and durable performance.
RAM,RAM Model 530 Rev-45,Corsair,663.59,65,{'speed': '3200MHz'},https://example.com/ram_model_530_rev-45.jpg,A reliable motherboard designed for overclocking and heavy usage.
SSD,SSD Model 197 Rev-67,Corsair,61.23,58,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ssd_model_197_rev-67.jpg,Fast and efficient RAM for smooth multitasking and gaming.
CPU,CPU Model 432 Rev-51,NVIDIA,660.84,30,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/cpu_model_432_rev-51.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
Case,Case Model 326 Rev-24,Patriot,408.26,47,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_326_rev-24.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
Motherboard,Motherboard Model 383 Rev-22,Patriot,603.3,93,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/motherboard_model_383_rev-22.jpg,Fast and efficient RAM for smooth multitasking and gaming.
GPU,GPU Model 276 Rev-55,Kingston,998.98,73,{'socket': 'LGA1700'},https://example.com/gpu_model_276_rev-55.jpg,An SSD offering fast read/write speeds and durable performance.
Case,Case Model 522 Rev-37,Intel,152.24,43,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/case_model_522_rev-37.jpg,A high-capacity HDD ideal for storing large amounts of data.
HDD,HDD Model 361 Rev-57,NVIDIA,679.09,23,{'socket': 'LGA1700'},https://example.com/hdd_model_361_rev-57.jpg,A high-capacity HDD ideal for storing large amounts of data.
RAM,RAM Model 904 Rev-57,NVIDIA,683.33,29,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ram_model_904_rev-57.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
HDD,HDD Model 492 Rev-76,Seagate,282.66,97,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/hdd_model_492_rev-76.jpg,A high-capacity HDD ideal for storing large amounts of data.
HDD,HDD Model 739 Rev-74,Gigabyte,894.39,46,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/hdd_model_739_rev-74.jpg,A reliable motherboard designed for overclocking and heavy usage.
Motherboard,Motherboard Model 286 Rev-20,Seagate,174.31,21,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/motherboard_model_286_rev-20.jpg,Fast and efficient RAM for smooth multitasking and gaming.
CPU,CPU Model 496 Rev-67,NVIDIA,544.17,87,{'speed': '3200MHz'},https://example.com/cpu_model_496_rev-67.jpg,A reliable motherboard designed for overclocking and heavy usage.
Case,Case Model 692 Rev-47,Gigabyte,274.68,30,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/case_model_692_rev-47.jpg,A high-capacity HDD ideal for storing large amounts of data.
CPU,CPU Model 177 Rev-39,Patriot,218.13,34,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/cpu_model_177_rev-39.jpg,A high-capacity HDD ideal for storing large amounts of data.
Motherboard,Motherboard Model 619 Rev-15,Intel,384.02,30,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/motherboard_model_619_rev-15.jpg,A reliable motherboard designed for overclocking and heavy usage.
SSD,SSD Model 759 Rev-34,Patriot,216.28,77,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ssd_model_759_rev-34.jpg,A reliable motherboard designed for overclocking and heavy usage.
CPU,CPU Model 118 Rev-4,Seagate,997.81,67,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/cpu_model_118_rev-4.jpg,Fast and efficient RAM for smooth multitasking and gaming.
CPU,CPU Model 367 Rev-21,Patriot,406.87,11,{'speed': '3200MHz'},https://example.com/cpu_model_367_rev-21.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
CPU,CPU Model 398 Rev-50,Gigabyte,184.58,84,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/cpu_model_398_rev-50.jpg,A high-capacity HDD ideal for storing large amounts of data.
HDD,HDD Model 935 Rev-54,Gigabyte,377.67,52,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/hdd_model_935_rev-54.jpg,An SSD offering fast read/write speeds and durable performance.
RAM,RAM Model 815 Rev-75,NVIDIA,854.73,26,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ram_model_815_rev-75.jpg,An SSD offering fast read/write speeds and durable performance.
Case,Case Model 532 Rev-51,Gigabyte,921.83,37,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/case_model_532_rev-51.jpg,Fast and efficient RAM for smooth multitasking and gaming.
HDD,HDD Model 974 Rev-40,Seagate,849.51,70,{'socket': 'LGA1700'},https://example.com/hdd_model_974_rev-40.jpg,Fast and efficient RAM for smooth multitasking and gaming.
Motherboard,Motherboard Model 471 Rev-76,Gigabyte,864.79,56,{'speed': '3200MHz'},https://example.com/motherboard_model_471_rev-76.jpg,Fast and efficient RAM for smooth multitasking and gaming.
PSU,PSU Model 996 Rev-95,AMD,492.64,20,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_996_rev-95.jpg,A high-performance processor suitable for gaming and content creation.
HDD,HDD Model 683 Rev-70,Corsair,433.78,21,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/hdd_model_683_rev-70.jpg,A reliable motherboard designed for overclocking and heavy usage.
GPU,GPU Model 272 Rev-71,Kingston,312.45,97,{'speed': '3200MHz'},https://example.com/gpu_model_272_rev-71.jpg,Fast and efficient RAM for smooth multitasking and gaming.
RAM,RAM Model 287 Rev-76,Intel,363.11,21,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ram_model_287_rev-76.jpg,Fast and efficient RAM for smooth multitasking and gaming.
RAM,RAM Model 365 Rev-97,Kingston,815.47,73,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ram_model_365_rev-97.jpg,Fast and efficient RAM for smooth multitasking and gaming.
GPU,GPU Model 715 Rev-25,Seagate,706.38,55,{'speed': '3200MHz'},https://example.com/gpu_model_715_rev-25.jpg,A high-performance processor suitable for gaming and content creation.
GPU,GPU Model 780 Rev-97,Patriot,284.87,99,{'speed': '3200MHz'},https://example.com/gpu_model_780_rev-97.jpg,A high-performance processor suitable for gaming and content creation.
Motherboard,Motherboard Model 310 Rev-28,Kingston,869.94,38,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/motherboard_model_310_rev-28.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
RAM,RAM Model 753 Rev-95,NVIDIA,785.02,52,{'speed': '3200MHz'},https://example.com/ram_model_753_rev-95.jpg,Fast and efficient RAM for smooth multitasking and gaming.
Motherboard,Motherboard Model 335 Rev-21,Kingston,394.81,68,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/motherboard_model_335_rev-21.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
RAM,RAM Model 630 Rev-43,Kingston,569.81,36,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ram_model_630_rev-43.jpg,A high-capacity HDD ideal for storing large amounts of data.
SSD,SSD Model 223 Rev-3,Gigabyte,907.14,26,{'speed': '3200MHz'},https://example.com/ssd_model_223_rev-3.jpg,Fast and efficient RAM for smooth multitasking and gaming.
CPU,CPU Model 448 Rev-90,Patriot,676.28,37,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/cpu_model_448_rev-90.jpg,A reliable motherboard designed for overclocking and heavy usage.
SSD,SSD Model 238 Rev-89,NVIDIA,850.93,79,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ssd_model_238_rev-89.jpg,Fast and efficient RAM for smooth multitasking and gaming.
RAM,RAM Model 664 Rev-63,NVIDIA,505.16,20,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ram_model_664_rev-63.jpg,A high-capacity HDD ideal for storing large amounts of data.
HDD,HDD Model 241 Rev-27,Patriot,660.67,47,{'socket': 'LGA1700'},https://example.com/hdd_model_241_rev-27.jpg,A high-performance processor suitable for gaming and content creation.
SSD,SSD Model 227 Rev-13,AMD,172.98,83,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ssd_model_227_rev-13.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
RAM,RAM Model 850 Rev-3,Kingston,262.18,81,{'socket': 'LGA1700'},https://example.com/ram_model_850_rev-3.jpg,A high-performance processor suitable for gaming and content creation.
PSU,PSU Model 185 Rev-88,AMD,674.43,74,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/psu_model_185_rev-88.jpg,An SSD offering fast read/write speeds and durable performance.
HDD,HDD Model 604 Rev-91,Gigabyte,793.1,50,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/hdd_model_604_rev-91.jpg,An SSD offering fast read/write speeds and durable performance.
PSU,PSU Model 888 Rev-23,Corsair,698.6,58,{'speed': '3200MHz'},https://example.com/psu_model_888_rev-23.jpg,Fast and efficient RAM for smooth multitasking and gaming.
SSD,SSD Model 394 Rev-53,Corsair,631.02,24,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ssd_model_394_rev-53.jpg,A high-performance processor suitable for gaming and content creation.
Case,Case Model 826 Rev-9,Patriot,968.73,17,{'speed': '3200MHz'},https://example.com/case_model_826_rev-9.jpg,A high-capacity HDD ideal for storing large amounts of data.
GPU,GPU Model 582 Rev-12,Kingston,296.82,31,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/gpu_model_582_rev-12.jpg,Fast and efficient RAM for smooth multitasking and gaming.
HDD,HDD Model 164 Rev-43,Corsair,108.36,59,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/hdd_model_164_rev-43.jpg,A high-capacity HDD ideal for storing large amounts of data.
Case,Case Model 865 Rev-46,Corsair,395.18,98,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/case_model_865_rev-46.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
RAM,RAM Model 480 Rev-2,Seagate,991.85,80,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ram_model_480_rev-2.jpg,A high-performance processor suitable for gaming and content creation.
SSD,SSD Model 500 Rev-23,Corsair,589.59,23,{'socket': 'LGA1700'},https://example.com/ssd_model_500_rev-23.jpg,A high-capacity HDD ideal for storing large amounts of data.
SSD,SSD Model 659 Rev-14,Gigabyte,634.04,56,{'speed': '3200MHz'},https://example.com/ssd_model_659_rev-14.jpg,A high-performance processor suitable for gaming and content creation.
SSD,SSD Model 670 Rev-75,Corsair,660.0,17,{'socket': 'LGA1700'},https://example.com/ssd_model_670_rev-75.jpg,A high-capacity HDD ideal for storing large amounts of data.
Case,Case Model 177 Rev-24,Corsair,195.14,14,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_177_rev-24.jpg,A high-capacity HDD ideal for storing large amounts of data.
CPU,CPU Model 296 Rev-44,Patriot,627.93,13,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/cpu_model_296_rev-44.jpg,A high-performance processor suitable for gaming and content creation.
RAM,RAM Model 171 Rev-63,Gigabyte,404.63,24,{'socket': 'LGA1700'},https://example.com/ram_model_171_rev-63.jpg,Fast and efficient RAM for smooth multitasking and gaming.
RAM,RAM Model 197 Rev-13,Seagate,627.89,42,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ram_model_197_rev-13.jpg,A high-capacity HDD ideal for storing large amounts of data.
HDD,HDD Model 147 Rev-2,Kingston,649.31,84,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/hdd_model_147_rev-2.jpg,An SSD offering fast read/write speeds and durable performance.
PSU,PSU Model 481 Rev-54,Patriot,991.23,38,{'socket': 'LGA1700'},https://example.com/psu_model_481_rev-54.jpg,An SSD offering fast read/write speeds and durable performance.
